388.2034,14.1391,6.3824,7.9238,8.5586,7.0046,16.6699,12.7950,4.4598,6.6443,6.8684,5.2139,15.1369
291.1925,65.2361,52.6029,9.1646,2.0642,0.5751,8.1114,33.7954,9.0436,14.1646,9.0678,1.1864,3.7954
38.6402,13.4079,7.1263,15.5722,15.8361,12.7745,23.8070,27.1326,44.1301,48.2475,35.8425,99.1871,118.2960
104.6687,67.9413,66.6074,26.1450,27.7012,30.1023,60.7826,6.9364,8.7150,18.1414,22.6323,30.0133,29.6132
42.7241,22.7771,10.7267,16.0672,14.2870,8.7639,217.3179,22.9596,9.5399,24.4659,34.2797,48.6124,27.4785
48.4170,30.5914,50.2275,26.1350,23.7211,15.2261,11.0018,23.9068,19.1254,68.1459,101.7083,38.8079,42.9858
92.0665,23.7530,20.8551,128.9311,28.0285,15.4394,17.2922,10.9264,11.6865,51.6865,51.5439,15.1544,32.6366
31.5657,53.6616,79.6717,58.9646,41.2247,18.7500,19.6970,20.3283,45.1389,48.8636,24.6212,10.9848,46.5278
34.9547,38.3637,79.5767,76.0151,117.0245,15.9255,29.0017,26.3560,21.6241,25.7454,14.0429,10.4304,10.9392
104.8785,79.6638,77.5626,82.9070,60.5244,33.7109,8.4049,12.0592,6.5777,6.3494,6.5321,3.7000,17.1295
104.4148,20.4349,26.6091,33.0019,31.5266,13.6597,31.2534,113.4302,28.4122,17.8669,31.3081,26.4452,21.6370
17.6008,38.1621,37.0671,23.4407,21.7374,12.7342,148.5522,74.3369,28.0234,31.1055,26.3606,17.0736,23.8057
32.1916,24.1437,17.8133,19.3836,72.7746,59.6231,54.8631,53.8816,45.1467,48.3855,62.2730,4.0239,5.4961
16.6646,35.3888,34.9519,19.2860,18.3498,18.7243,99.2385,123.6425,16.8518,17.8505,26.7757,34.7647,37.5109
13.3586,125.8020,17.5134,21.6157,24.7712,51.2780,45.7032,27.8216,18.6179,25.0342,47.2810,60.5869,20.6164
22.5484,18.4625,11.9552,26.1804,32.3345,72.8914,42.9278,18.6138,17.7563,41.5153,84.9475,60.2300,49.6368
332.0399,27.8654,5.1701,12.3977,9.4768,6.2468,26.7355,20.8937,4.1468,9.3169,9.5514,6.6839,29.4751
238.8666,17.6720,5.2427,9.8374,13.1362,14.9623,84.2366,56.6682,6.3030,11.8402,11.1334,9.7785,20.3228
192.2368,14.1003,6.1288,8.5323,13.7398,24.1147,67.9378,70.1410,6.1689,4.2862,5.3677,6.6496,80.5961
117.3042,19.0300,14.5344,26.3830,27.7545,27.6783,71.2816,103.8174,19.8110,13.8487,12.0200,9.3721,37.1647
122.8191,54.7329,24.2960,43.8667,53.5660,13.6019,38.5866,46.3537,20.6994,24.3725,23.0716,13.8124,20.2212
32.7996,21.3003,20.9122,21.7370,17.2246,16.8365,30.2766,47.9864,70.2572,67.2489,60.6987,54.6337,38.0883
22.7435,13.9583,11.4163,12.7096,20.2462,23.0111,42.4099,73.8494,83.8387,61.3628,57.5722,56.9925,19.8894
21.1064,19.6636,33.8033,56.7236,40.6464,33.0613,60.0627,71.4403,64.4736,42.2129,28.6091,13.9748,14.2221
28.5469,18.2902,10.2061,12.2777,10.8630,8.5893,10.7114,15.8650,21.9281,55.4770,88.1669,179.9212,39.1572
121.9888,54.9239,16.6892,19.5799,31.7402,20.5820,20.5242,18.8090,11.1004,25.7275,54.1916,42.0312,62.1122
18.6340,9.0165,20.4749,88.2110,70.9294,63.3030,36.2537,26.4107,29.9046,56.1274,39.2967,25.1334,16.3048
