154.6610,5.8696,2.6710,2.9980,3.2134,2.9504,6.8645,5.2812,1.8696,2.5033,2.7475,2.1755,6.1950
112.2768,29.3103,23.2338,2.9746,0.5226,0.3015,3.1019,13.7474,3.7718,5.3998,3.2225,0.4422,1.6950
11.3783,5.0440,3.5777,5.5132,6.1584,5.1026,9.7947,12.0821,19.6481,17.5367,12.9619,41.8182,49.3842
39.4157,28.3734,26.7888,8.4674,9.0616,14.2114,26.3432,3.5157,4.0604,6.1401,9.1112,12.7259,11.7851
12.4019,9.5672,5.8213,4.3533,3.9484,4.3533,92.1286,9.5166,4.3533,8.8585,13.0600,20.0456,11.5920
15.9260,13.6142,21.1662,8.4254,8.6823,6.4218,5.5484,9.8639,9.0419,26.4064,40.8939,16.4911,17.5186
34.4864,9.9815,8.3443,48.6929,10.4040,5.9150,7.4465,6.4431,4.9115,20.7552,20.7024,6.9184,14.9987
11.1654,22.4703,33.2170,21.7725,15.4920,7.0482,8.2345,8.6532,19.4696,18.9812,8.7927,5.0942,19.6092
12.3233,15.2063,31.6563,29.5647,45.3929,7.0661,13.6800,11.0232,9.3838,9.4969,6.0486,4.2397,4.9180
41.5037,32.7661,30.5817,31.8517,22.4028,14.9352,3.5052,6.5024,2.7940,2.4892,2.1844,1.3716,7.1120
38.9690,9.2666,12.1510,12.6419,12.5192,6.5664,13.4397,44.1240,11.2304,6.6278,12.2123,11.6600,8.5916
4.4394,15.8097,15.8097,7.8822,6.3420,6.1155,61.8347,31.7554,11.7327,10.9173,9.8301,7.4292,10.1019
12.1625,11.2899,7.0357,5.7268,25.7977,22.7434,25.0886,24.1614,19.0892,17.4530,23.7251,2.2362,3.4906
5.7831,14.7332,14.0448,7.2289,6.5404,7.6420,40.4819,51.0155,7.5043,6.0585,9.8451,14.0448,15.0775
4.0198,49.1116,7.0492,7.2240,9.5543,21.4390,19.1087,12.2342,8.3892,10.0786,17.5939,25.7501,8.4474
6.9903,7.6006,5.6033,10.0971,11.4840,30.0693,17.1983,8.8211,7.2677,15.6449,32.2330,26.3523,20.6380
132.5454,12.2383,2.1957,3.7675,3.2155,2.5316,11.6504,9.1427,1.9197,3.2875,3.0116,2.3157,12.1783
88.6264,6.9524,2.4300,2.8350,5.8049,6.6824,35.9771,23.9622,2.7000,5.0624,3.5775,4.9949,10.3949
74.9059,4.8726,3.1451,2.2591,5.0498,9.5238,29.3688,28.7043,2.8350,1.5947,1.5061,2.3920,33.8427
45.0660,8.3377,6.0580,9.5831,9.5831,12.0739,31.1557,42.5541,9.0132,3.2084,3.5251,4.0106,15.8311
44.8007,23.8979,10.2088,16.3679,21.1770,5.6106,16.1991,20.6075,8.9644,9.1753,8.4370,6.0114,8.5425
11.4741,8.7118,9.2430,8.0744,7.3838,6.6401,12.3240,18.6454,27.6228,27.5697,22.8951,23.7981,15.6175
7.7512,5.9245,4.9864,4.2952,8.3436,9.2323,17.5265,30.1654,34.9543,22.2661,21.9699,24.0928,8.4917
5.6883,9.1013,14.6075,20.2958,15.9727,12.7873,25.1650,30.4892,27.2127,15.1081,11.1035,6.3254,6.1433
10.0917,8.1422,3.7271,4.3578,5.1032,3.0390,5.1606,7.2248,9.6904,20.1261,33.7729,73.9679,15.5963
46.2147,22.7545,7.0145,6.9076,12.3396,8.2763,9.0890,7.9127,4.8760,9.3456,20.7656,18.2421,26.2618
6.3723,3.8734,8.4132,34.9438,26.8222,25.9059,15.8684,10.8288,12.6614,22.2407,15.2436,9.7043,7.1220
90.2311,5.5672,6.6176,10.1891,8.5609,4.0966,5.7248,6.9853,9.0336,18.9601,19.5378,8.5084,5.9874
103.4201,10.6177,15.8244,20.5207,11.5705,15.1438,6.8743,7.0104,1.2591,1.0209,1.9057,1.0209,3.8115
4.4074,5.3008,11.3163,10.9589,11.1971,7.8618,9.2317,88.4455,10.3038,13.4008,10.7802,11.4949,5.3008
4.2179,14.1301,6.7487,9.9824,5.6239,3.6555,3.5852,22.3550,23.0580,53.9192,29.9473,8.4359,14.3409
12.2900,12.4539,13.2732,16.3048,12.1262,21.7943,15.0758,20.4015,10.7333,20.1557,23.2692,10.6514,11.4707
19.5781,17.2714,21.4346,41.8003,19.6906,4.2194,4.9508,4.7820,9.1702,9.9578,16.6526,15.8650,14.6273
32.2225,8.7116,14.1170,32.0651,46.0771,19.8373,9.9187,7.2422,7.0323,7.5571,5.3004,4.2509,5.6678
24.0864,13.7874,10.0775,17.6080,22.8682,9.8560,11.4618,11.8494,9.2470,18.3832,15.6700,14.3411,20.7641
157.7432,5.6187,1.7522,3.4109,2.2954,1.0630,6.2903,6.2670,1.7522,5.1865,3.2415,0.9637,4.4155
84.5027,24.4901,20.8336,10.9631,7.6034,4.6227,9.3211,6.3467,2.3997,7.0729,8.3233,3.2333,10.2873
81.2181,9.9606,5.1409,7.5288,5.8785,4.3304,20.7536,21.9512,6.0537,8.2007,10.1431,7.2733,11.5671
139.7995,1.8542,0.5341,0.8969,1.6930,2.1767,19.9123,11.0949,9.3717,6.8222,2.7611,1.4007,1.6829
62.9100,11.0316,8.5868,21.5862,15.8020,2.9219,7.5730,8.7060,5.1878,21.4669,18.1276,5.0686,11.0316
54.1396,18.8478,6.3907,17.4552,17.5696,6.6387,16.3869,15.5666,4.1015,11.4842,12.1328,4.6356,14.6509
54.3961,19.3372,6.1353,12.4349,11.8872,7.7239,14.5166,13.7497,4.9302,6.9570,11.7228,9.0386,27.1706
