10.0529,17.6720,14.5503,14.2857,5.1323,1.7460,2.9101,2.2751,1.4815,3.2275,5.0794,6.6667,14.9206
11.5575,17.5014,13.7589,11.2273,6.7694,1.3759,2.2565,2.6417,1.9813,5.3935,8.6957,6.5493,10.2917
4.3277,14.4513,2.1638,0.6182,0.5410,0.2318,0.4637,1.0046,1.0819,1.3910,1.4683,13.7558,58.5008
12.0316,39.1378,13.5249,0.7326,0.3381,0.0564,0.0000,0.1127,0.5354,2.8459,2.9304,4.3956,23.3587
29.2135,12.5651,2.8090,2.2061,1.3291,1.2058,4.4122,6.5908,7.1252,5.4810,5.4124,6.0428,15.6070
26.4808,4.8393,2.7487,5.8846,6.3105,4.6070,14.9826,11.0724,3.9102,5.3813,3.7553,3.1359,6.8912
18.0099,3.4219,4.2323,8.3296,12.7420,16.5691,12.1567,6.5736,4.8176,5.1778,2.2963,2.7015,2.9716
29.2444,5.0049,3.9254,7.0167,8.2924,10.8440,9.6663,5.0540,4.5633,5.6428,3.5329,2.6987,4.5142
33.0067,3.0618,2.7557,5.9400,8.4507,8.9406,8.0833,4.8990,5.8175,6.5524,4.3478,4.5928,3.5517
19.9766,5.9754,3.9250,8.3773,7.7914,5.7411,6.8541,4.0422,4.0422,10.0762,9.0217,7.1470,7.0299
10.5348,4.3760,3.6197,11.7234,13.6143,7.0232,7.5095,4.7542,6.2669,14.4246,8.6980,2.9173,4.5381
23.7916,3.2379,3.3787,23.6509,17.5974,3.0033,2.8156,2.1117,1.8771,5.8658,7.8367,2.4871,2.3463
27.9711,1.0177,0.8043,19.1891,14.9048,1.0834,0.7223,0.5089,0.4596,12.4097,15.9718,2.9547,2.0026
4.3265,0.7347,1.4694,11.0204,68.4898,2.4490,1.8776,0.5714,1.0612,2.8571,4.3265,0.4082,0.4082
22.0486,0.6944,1.7361,7.4653,52.6042,2.9514,2.0833,1.7361,1.7361,3.2986,2.7778,0.5208,0.3472
22.6950,1.4184,2.4113,7.6596,39.5745,4.6809,2.4113,0.8511,0.9929,8.5106,7.2340,0.8511,0.7092
15.9091,0.6917,1.5810,8.3004,49.3083,3.1621,1.7787,0.8893,2.7668,11.2648,3.5573,0.4941,0.2964
22.8904,2.1339,2.6188,16.9738,35.4025,5.4316,3.1038,1.5519,0.9699,1.6489,2.9098,1.2609,3.1038
31.1983,4.2872,5.4752,13.0682,7.2831,3.3574,3.6157,2.3244,2.7376,9.6074,7.8512,3.6674,5.5269
52.7485,1.7629,2.2904,9.5919,10.2443,2.6791,1.9850,1.3881,1.6796,5.3165,6.4547,2.2765,1.5825
12.3024,3.4493,3.9379,15.3492,11.5838,4.0241,3.8229,4.3116,5.7200,15.0043,10.6640,5.7775,4.0529
12.5377,4.4808,4.5239,13.5717,11.5898,4.3947,3.8346,3.4468,5.5149,16.1999,10.0388,4.9117,4.9548
23.3038,4.0366,5.5540,14.5434,7.3862,3.8362,3.2637,3.6358,4.4661,13.3982,7.7870,4.7237,4.0653
22.0402,3.1352,6.6448,15.6762,8.4230,4.3519,2.8077,3.2756,5.9897,13.2429,8.2826,3.5096,2.6205
22.2321,6.8202,4.4287,8.9460,7.1302,2.3472,1.7272,1.9929,2.8344,8.5474,12.7104,12.4889,7.7945
86.7842,0.7291,0.7622,1.8028,1.9883,0.7423,0.9478,0.5170,0.4905,1.7696,1.5840,1.0406,0.8417
65.5065,2.1729,1.1758,2.1353,2.0976,1.6838,1.9095,1.5709,1.7402,5.8602,6.8103,4.0071,3.3299
30.2068,4.1366,4.4252,7.2631,8.8985,4.0885,3.1746,3.0784,3.3670,9.6681,12.9389,5.5315,3.2227
33.6310,5.7540,5.4067,6.2500,6.0020,4.2163,3.5714,2.7778,3.2738,8.7302,9.9702,4.7619,5.6548
35.9777,2.9609,3.2402,7.3743,9.7207,4.1341,6.0894,5.0838,4.9162,7.7654,6.0894,2.5698,4.0782
7.5893,4.1454,5.8036,5.8036,12.5000,5.5485,30.8036,5.3571,0.8929,4.1454,8.6735,4.5281,4.2092
6.4995,2.1356,2.1820,2.8784,4.5497,5.2925,30.5942,29.2479,6.1746,5.5710,1.9963,1.0678,1.8106
4.2241,0.2755,1.1938,4.0863,2.4334,3.4894,55.7392,19.5592,2.7089,3.9486,1.4233,0.7346,0.1837
2.0862,0.4082,0.3628,0.6349,1.9501,4.5805,56.8254,27.2562,2.5397,2.0862,0.5442,0.4082,0.3175
4.9692,1.7478,1.1995,1.2337,1.8849,8.0535,55.1748,21.7958,1.3023,0.9596,0.3427,0.3427,0.9938
80.0442,0.2528,0.1501,0.2133,0.2765,1.2956,7.2049,7.5367,1.8881,0.4424,0.2528,0.1185,0.3239
88.1296,0.6427,0.8854,2.7807,1.5937,0.6755,0.7280,0.6361,0.4066,1.1346,1.1936,0.5247,0.6689
25.4910,2.1277,1.4321,4.0098,4.5827,5.1555,15.7119,18.4124,11.2930,5.2373,2.4550,2.0049,2.0867
21.6079,1.4943,1.1656,2.8392,3.4071,4.8715,13.4190,20.3825,16.4375,8.7567,2.1518,2.1219,1.3449
20.6753,3.4690,2.6364,4.6253,6.6142,7.5856,18.0389,13.9685,6.1055,6.3367,3.7003,3.1915,3.0527
5.6235,2.4450,2.0538,4.1076,5.9169,6.0147,13.3496,31.4425,7.0905,7.5306,7.1883,4.2543,2.9829
14.1304,2.5520,2.2684,3.3081,5.5293,8.1285,13.0907,22.5425,7.7032,7.4669,6.5690,3.8752,2.8355
82.8391,1.6851,0.3401,0.8216,1.6087,2.2812,6.1788,1.0432,0.2369,0.2713,0.5197,0.6993,1.4750
5.1778,0.0624,0.0000,0.0624,0.3119,4.6163,88.2096,0.3119,0.0624,0.4367,0.6862,0.0624,0.0000
